accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
EU796884.1	7899	1793	292	5.636211	1.36795	"Feline papillomavirus type 2 isolate Main Coon 2007, complete genome"	568209	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyothetapapillomavirus	Dyothetapapillomavirus 1	Felis domesticus papillomavirus 2	Felis domesticus papillomavirus 2	SA_6	27023440
EU840952.2	7108	300	4	0.08580052	0.0208244	"Human rhinovirus C11 strain CL-170085, complete genome"	1240004	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus C	rhinovirus C11	rhinovirus C11	SA_6	27023440
FJ025900.1	37188	118	0	0.2579783	0	"Simian adenovirus 43, complete genome"	585077	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 43	Simian adenovirus 43	SA_6	27023440
FJ025904.1	37860	144	0	0.038265713	0	"Simian adenovirus 31.2, complete genome"	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	SA_6	27023440
FJ222451.1	6171	1866	695	17.207275	4.16762	"Astrovirus MLB1, complete genome"	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	SA_6	27023440
FJ361210.1	528	203	2	0.52645504	0.14017	"Rotavirus A strain 116E/AG segment 10 non-structural protein 4 (NSP4) gene, complete cds"	638299	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A strain 116E/AG	Rotavirus A strain 116E/AG	SA_6	27023440
FJ387164.1	7558	150	1	0.02024838	0.00489612	"Sapovirus pig/sav1/2008/CHN, complete genome"	638664	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus pig/sav1/2008/CHN	Sapovirus pig/sav1/2008/CHN	SA_6	27023440
FJ410797.2	6310	300	2	0.048701297	0.011729	"Penaeus monodon hepandensovirus 4, complete genome"	1513208	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hepandensovirus	Decapod hepandensovirus 1	Penaeus monodon hepandensovirus 4	Penaeus monodon hepandensovirus 4	SA_6	27023440
FJ445126.1	7131	216	2590	53.004585	13.4403	"Human rhinovirus 31 strain ATCC VR-506, complete genome"	185902	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A31	rhinovirus A31	SA_6	27023440
FJ445150.1	7164	141	1	0.020102652	0.0051654	"Human rhinovirus 68 strain ATCC VR-1178, complete genome"	185925	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A68	rhinovirus A68	SA_6	27023440
FJ445177.1	7132	150	2	0.042967632	0.0103771	"Human rhinovirus 9 strain ATCC VR-489, complete genome"	185891	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A9	rhinovirus A9	SA_6	27023440
FJ445190.1	7132	150	1	0.021483816	0.00518857	"Human rhinovirus 24 strain ATCC VR-1134, complete genome"	185897	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A24	rhinovirus A24	SA_6	27023440
FJ755404.1	6771	1963	62	1.4219906	0.338843	"Human astrovirus 1 Beijing/291/2007/CHN, complete genome"	626180	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/291/2007/CHN	Human astrovirus 1 Beijing/291/2007/CHN	SA_6	27023440
FJ755405.1	6771	2176	178	4.01314	0.972807	"Human astrovirus 1 Beijing/293/2007/CHN, complete genome"	626181	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN	Human astrovirus 1 Beijing/293/2007/CHN	SA_6	27023440
FJ810126.1	5759	2587	23	0.61312175	0.147788	"Culex pipiens densovirus, complete genome"	185638	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoambidensovirus	Dipteran protoambidensovirus 1	Culex pipiens densovirus	Culex pipiens densovirus	SA_6	27023440
FJ947080.1	7476	1129	313	5.651652	1.5493	"Human papillomavirus type 115 isolate GC02, complete genome"	696746	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	human papillomavirus 115	human papillomavirus 115	SA_6	27023440
FJ973560.1	4958	2811	66	2.0363977	0.492603	"Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome"	1511881	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2b NI	Human bocavirus 2b NI	SA_6	27023440
FM955837.2	7466	4182	2005	41.549343	9.9377	"Human papillomavirus type 98, complete genome"	587347	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 98	Human papillomavirus 98	SA_6	27023440
FM955838.1	7698	657	2802	55.66892	13.4694	"Human papillomavirus type 99, complete genome"	587348	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 99	Human papillomavirus 99	SA_6	27023440
FM955839.1	7380	3996	1825	37.690735	9.15094	"Human papillomavirus type 100, complete genome"	587349	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 100	Human papillomavirus 100	SA_6	27023440
FM955841.1	7667	534	3	0.29546362	0.0144796	"Human papillomavirus type 105, complete genome"	587350	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 105	Human papillomavirus 105	SA_6	27023440
FN677755.1	7436	1003	8	0.15069997	0.0398116	"Human papillomavirus type 150, complete genome, isolate SIBX1"	743811	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 5	human papillomavirus 150	human papillomavirus 150	SA_6	27023440
FN677756.1	7386	1721	1334	27.883362	6.68353	"Human papillomavirus type 151, complete genome, isolate SIBX2"	743812	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 151	Human papillomavirus 151	SA_6	27023440
FN824512.2	45480	282	4	0.6417604	0.00325461	"Pigeon adenovirus 1 complete genome, strain IDA4"	764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	Pigeon adenovirus 1	Pigeon adenovirus 1	SA_6	27023440
FR751463.1	3725	303	6	0.23972028	0.0596052	"Torque teno virus complete genome, isolate TTV-HD14a (gbDhDi33.32)"	68887	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus	unclassified Torque teno virus subspecies/strain	unclassified Torque teno virus strain	SA_6	27023440
FR851461.1	7918	146	233	2.1871781	1.08893	"Cherry leaf roll virus RNA1 complete segment, isolate E395, genomic RNA"	12615	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Cherry leaf roll virus	unclassified Cherry leaf roll virus subspecies/strain	unclassified Cherry leaf roll virus strain	SA_6	27023440
GQ422386.1	1565	121	0	0.077738516	0	"Influenza A virus (A/swine/Guangdong/103/2002(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"	663205	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Guangdong/103/2002(H1N1))	Influenza A virus (A/swine/Guangdong/103/2002(H1N1))	SA_6	27023440
GQ428140.1	667	238	1	0.46034816	0.0554796	"Rotavirus A giraffe/UCD/IRL/2007 NSP5 (NSP5) gene, complete cds"	705080	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A giraffe/UCD/IRL/2007	Rotavirus A giraffe/UCD/IRL/2007	SA_6	27023440
GQ845441.1	7251	147	1	0.02070131	0.00510342	"Human papillomavirus type 119, complete genome"	765051	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	human papillomavirus 119	human papillomavirus 119	SA_6	27023440
GQ845442.1	7304	1588	2313	47.021667	11.7186	"Human papillomavirus type 120, complete genome"	765052	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 120	Human papillomavirus 120	SA_6	27023440
GQ845444.1	7397	4091	817	17.446943	4.0872	"Human papillomavirus type 122, complete genome"	765054	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 122	Human papillomavirus 122	SA_6	27023440
GQ845445.1	7329	296	3	0.07452291	0.0151473	"Human papillomavirus type 123, complete genome"	765055	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus 123	Human papillomavirus 123	SA_6	27023440
GQ845446.1	7489	1355	491	9.004224	2.42615	"Human papillomavirus type 124, complete genome"	765056	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 124	human papillomavirus 124	SA_6	27023440
GU117630.1	7388	150	1	0.020723958	0.00500879	"Human papillomavirus type 130, complete genome"	909329	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus 130	Human papillomavirus 130	SA_6	27023440
GU117633.1	7358	234	2	0.039955605	0.0100584	"Human papillomavirus type 133, complete genome"	909332	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus 133	Human papillomavirus 133	SA_6	27023440
GU117634.1	7309	436	4	0.07989943	0.0202517	"Human papillomavirus type 134, complete genome"	909333	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus 134	Human papillomavirus 134	SA_6	27023440
GU129016.1	7164	1389	3339	77.67907	17.2473	"Human papillomavirus type 148, complete genome"	942038	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	Human papillomavirus 148	Human papillomavirus 148	SA_6	27023440
GU233853.1	7219	368	2	0.052058283	0.0102521	"Human papillomavirus type 129, complete genome"	931210	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 9	Human papillomavirus type 129	Human papillomavirus type 129	SA_6	27023440
GU345042.1	6965	150	1	0.022010272	0.00531298	"Hepatitis E virus rat/R63/DEU/2009, complete genome"	879096	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Rocahepevirus	Rocahepevirus ratti	Hepatitis E virus rat/R63/DEU/2009	Hepatitis E virus rat/R63/DEU/2009	SA_6	27023440
GU452720.1	3893	289	2	0.07721079	0.019011	"Mosquito densovirus BR/07, complete genome"	945962	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevidensovirus	Mosquito densovirus BR/07	unclassified Mosquito densovirus BR/07 subspecies/strain	unclassified Mosquito densovirus BR/07 strain	SA_6	27023440
GU937877.1	3302	3056	108	4.9698606	1.21034	"Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_6	27023440
GU937879.1	2591	1072	13	0.72920936	0.185667	"Caprine rotavirus A strain GO34 VP3 protein (VP3) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_6	27023440
GU937881.1	1356	1052	49	6.601161	1.3372	"Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_6	27023440
GU937884.1	1059	163	2	0.330033	0.0698865	"Caprine rotavirus A strain GO34 NSP2 protein (NSP2) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_6	27023440
GU937886.1	751	417	4	0.81031615	0.197097	"Caprine rotavirus A strain GO34 NSP4 protein (NSP4) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_6	27023440
GU984757.1	1356	469	5	0.708126	0.136449	"Bovine rotavirus A strain 68 VP6 (VP6) gene, complete cds"	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	SA_6	27023440
GU984760.1	1062	150	1	0.16447368	0.0348445	"Bovine rotavirus A strain 68 VP7 (VP7) gene, complete cds"	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	SA_6	27023440
HE963025.1	7443	478	3	0.0655423	0.0149153	"Human papillomavirus type 159 complete genome, isolate SIBX8"	1209820	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 159	Human papillomavirus 159	SA_6	27023440
HF930491.1	7359	450	3	0.062421974	0.0150856	"Human papillomavirus type 174 complete genome, isolate V001"	1347832	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 174	Human papillomavirus 174	SA_6	27023440
HG421739.1	7228	1319	1885	39.92441	9.65056	"Human papillomavirus type 179 complete genome, isolate SIBX16"	1472342	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	Human papillomavirus 179	Human papillomavirus 179	SA_6	27023440
HG530535.1	7324	266	2	0.03401171	0.0101051	"Human papillomavirus type 184 complete genome, isolate SIBX17"	1472343	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 25	Human papillomavirus 184	Human papillomavirus 184	SA_6	27023440
HM011556.1	5387	5387	61041	1837.2731	419.309	"Merkel cell polyomavirus isolate R17b, complete genome"	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	SA_6	27023440
HM011560.1	4926	1046	1773	51.110134	13.3191	"Polyomavirus HPyV6 isolate 607a, complete genome"	746830	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus sextihominis	Human polyomavirus 6	Human polyomavirus 6	SA_6	27023440
HM011566.1	4952	655	498	15.527905	3.72141	"Polyomavirus HPyV7 isolate 713a, complete genome"	746831	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus septihominis	Human polyomavirus 7	Human polyomavirus 7	SA_6	27023440
HM049560.1	35203	177	1	0.015062905	0.00105119	"Murine adenovirus 2 isolate K87, complete genome"	931972	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Murine mastadenovirus B	Murine adenovirus 2	Murine adenovirus 2	SA_6	27023440
HM189301.1	2328	150	4	0.2506887	0.0635823	"Influenza A virus (A/swine/Guangdong/1/2010(H1N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"	762299	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Guangdong/1/2010(H1N1))	Influenza A virus (A/swine/Guangdong/1/2010(H1N1))	SA_6	27023440
HM999987.1	7293	587	4	0.082178354	0.0202961	"Human papillomavirus type 135 isolate NJ3500, complete genome"	1070408	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	Human papillomavirus 135	Human papillomavirus 135	SA_6	27023440
HM999995.1	7715	185	1	0.029081296	0.00479649	"Human papillomavirus type 143 isolate CL3220, complete genome"	1070416	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 143	Human papillomavirus 143	SA_6	27023440
HM999997.1	7375	988	7	0.15750866	0.0351233	"Human papillomavirus type 145 isolate CL4112, complete genome"	1070418	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 145	Human papillomavirus 145	SA_6	27023440
HM999998.1	7265	300	2	0.04216444	0.0101872	"Human papillomavirus type 146 isolate GH1677, complete genome"	1070419	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	Human papillomavirus 146	Human papillomavirus 146	SA_6	27023440
HM999999.1	7224	1230	12	0.23225898	0.06147	"Human papillomavirus type 147 isolate GH659, complete genome"	1070420	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	human papillomavirus 147	human papillomavirus 147	SA_6	27023440
HQ223038.1	4786	689	4	0.34685072	0.0309276	"Bocavirus pig/SX/China/2010 NS1 (NS1), NP1 (NP1), VP1 (VP1), and VP2 (VP2) genes, complete cds"	912967	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 3	Bocavirus pig/SX/China/2010	Bocavirus pig/SX/China/2010	SA_6	27023440
HQ262536.1	7784	112	0	7.0538383	0	"Canine papillomavirus 8 isolate Charlotte, complete genome"	1081055	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Chipapillomavirus	Chipapillomavirus 3	Canis familiaris papillomavirus 8	Canis familiaris papillomavirus 8	SA_6	27023440
HQ291308.1	5267	2104	67	2.1625953	0.470729	"Porcine bocavirus H18, partial genome"	1511887	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 4	Porcine bocavirus H18	Porcine bocavirus H18	SA_6	27023440
HQ291309.2	5100	294	2	0.05939394	0.0145117	"Porcine bocavirus A6, partial genome"	1511884	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 2	Porcine bocavirus A6	Porcine bocavirus A6	SA_6	27023440
HQ625441.1	7724	300	2	0.03960919	0.0095818	"Rattus norvegicus papillomavirus 2, complete genome"	1036965	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Iotapapillomavirus	Iotapapillomavirus 1	Rattus norvegicus papillomavirus 2	Rattus norvegicus papillomavirus 2	SA_6	27023440
HQ696595.1	5026	951	7	0.22251846	0.0515389	"Human polyomavirus 9 isolate HPyV9, complete genome"	943908	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus nonihominis	Human polyomavirus 9	Human polyomavirus 9	SA_6	27023440
J02226.1	5130	4941	467	13.981928	3.36867	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	SA_6	27023440
J02400.1	5243	150	1	0.02945219	0.00705797	Simian virus 40 complete genome	1891767	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus macacae	unclassified Betapolyomavirus macacae subspecies/strain	unclassified Betapolyomavirus macacae strain	SA_6	27023440
JF304767.1	7664	118	67	9.256987	0.323503	"Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome"	990306	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoomikronpapillomavirus	Dyoomikronpapillomavirus 1	Saimiri sciureus papillomavirus 3	Saimiri sciureus papillomavirus 3	SA_6	27023440
JF304768.1	7480	2747	7589	162.14038	37.5442	"Human papillomavirus type 152 isolate Muc17.1, complete genome"	990302	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 152	Human papillomavirus 152	SA_6	27023440
JF429834.1	5278	1950	19	0.5430967	0.133212	"Porcine bocavirus 3 strain SH20F, complete genome"	1084715	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 5	Porcine bocavirus 3	Porcine bocavirus 3	SA_6	27023440
JF429835.1	5177	1781	16	0.45892182	0.114367	"Porcine bocavirus 4-1 strain SH17N-1, complete genome"	1084717	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 5	Porcine bocavirus 4-1	Porcine bocavirus 4-1	SA_6	27023440
JF713710.1	6318	136	1	0.022049287	0.00585706	"Porcine astrovirus 2 strain 43/USA, complete genome"	1105378	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Porcine astrovirus 2	unclassified Porcine astrovirus 2 subspecies/strain	unclassified Porcine astrovirus 2 strain	SA_6	27023440
JF713713.1	6639	618	4	0.0975497	0.0222955	"Porcine astrovirus 4 strain 35/USA, complete genome"	1105379	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Porcine astrovirus 4	unclassified Porcine astrovirus 4 subspecies/strain	unclassified Porcine astrovirus 4 strain	SA_6	27023440
JF713716.1	3912	285	2	0.07575758	0.0189187	"Po-Circo-like virus 21, complete genome"	1105383	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Po-Circo-like virus	Po-Circo-like virus 21	Po-Circo-like virus 21	SA_6	27023440
JF713717.1	3923	752	5	0.20116618	0.047164	"Po-Circo-like virus 22, complete genome"	1105384	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Po-Circo-like virus	Po-Circo-like virus 22	Po-Circo-like virus 22	SA_6	27023440
JF713719.1	2833	142	1	0.05292583	0.0130621	"Po-Circo-like virus 51, complete genome"	1105386	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Po-Circo-like virus 51	unclassified Po-Circo-like virus 51 subspecies/strain	unclassified Po-Circo-like virus 51 strain	SA_6	27023440
JF742759.1	6119	150	1	0.025129838	0.00604754	"Astrovirus MLB2 isolate MLB2/human/Stl/WD0559/2008, complete genome"	683172	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus MLB2	unclassified Astrovirus MLB2 subspecies/strain	unclassified Astrovirus MLB2 strain	SA_6	27023440
JF831955.1	672	150	1	0.28735632	0.0550668	"Rotavirus A Ind/HR/B91 NSP4 gene, complete cds"	1169011	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A Ind/HR/B91	Rotavirus A Ind/HR/B91	SA_6	27023440
JF906559.1	7352	299	3	0.062204942	0.0150999	"Human papillomavirus 155 isolate SE42, complete genome"	1165934	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus 155	Human papillomavirus 155	SA_6	27023440
JN648103.1	5413	876	7	0.19741592	0.0478541	"Canine bocavirus 1 isolate Con-161, complete genome"	1511885	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 2	Canine bocavirus 1	Canine bocavirus 1	SA_6	27023440
JN681175.1	5235	445	3	0.08751229	0.0212063	"Porcine bocavirus 3C isolate pig/ZJD/China/2006, complete genome"	1138844	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 5	Porcine bocavirus 3C	Porcine bocavirus 3C	SA_6	27023440
JN831651.1	5076	1508	12	0.35789686	0.0874821	"Porcine bocavirus 5/JS677, complete genome"	1131622	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Porcine bocavirus 5	Porcine bocavirus 5/JS677	Porcine bocavirus 5/JS677	SA_6	27023440
JN880449.1	35580	102	1	0.020011289	0.00104005	"Simian adenovirus A1163, complete genome"	1159187	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Simian adenovirus B	Simian adenovirus A1163	Simian adenovirus A1163	SA_6	27023440
JQ340310.1	6707	984	10	0.22876315	0.0551736	"Astrovirus wild boar/WBAstV-1/2011/HUN, complete genome"	1137931	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus wild boar/WBAstV-1/2011/HUN	unclassified Astrovirus wild boar/WBAstV-1/2011/HUN subspecies/strain	unclassified Astrovirus wild boar/WBAstV-1/2011/HUN strain	SA_6	27023440
JQ898291.1	4927	748	344	10.800712	2.58366	"MW polyomavirus strain MA095, complete genome"	1203539	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus decihominis	MW polyomavirus	MW polyomavirus	SA_6	27023440
JQ957874.1	20074	380	57	0.5389982	0.105075	"Nse virus strain F24/CI/2004, complete genome"	1945562	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 4	unclassified Alphamesonivirus 4 subspecies/strain	unclassified Alphamesonivirus 4 strain	SA_6	27023440
JX027296.1	4822	147	1	0.03146404	0.00767418	"Primate protoparvovirus 1 strain BF.86 NS1, putative VP1, hypothetical protein, and VP2 genes, complete cds"	1511907	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Primate protoparvovirus 1	unclassified Primate protoparvovirus 1 subspecies/strain	unclassified Primate protoparvovirus 1 strain	SA_6	27023440
