accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,reads_per_million,match,date_parsed,sample_type
U31786.1,7421,598,814,16.797277,8.40389,"Human papillomavirus type 37, complete genome",37958,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 37,Human papillomavirus 37,SA_8,13052144,62.36523286902136,8,2025-02-04,Indoor Air
U31787.1,7400,2243,264,5.4870343,2.73332,"Human papillomavirus type 38, complete genome",37959,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 38,Human papillomavirus 38,SA_8,13052144,20.226562011574497,8,2025-02-04,Indoor Air
U31790.1,7184,1884,363,7.728746,3.87131,"Human papillomavirus type 50, complete genome",40539,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 3,Human papillomavirus type 50,Human papillomavirus type 50,SA_8,13052144,27.811522765914933,8,2025-02-04,Indoor Air
U37537.1,7868,1079,715,12.736849,6.96241,Human papillomavirus type 57b complete genome,186160,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Human papillomavirus type 57b,Human papillomavirus type 57b,SA_8,13052144,54.780272114680926,8,2025-02-04,Indoor Air
V01108.1,5153,4720,167,4.9514294,2.48299,Human BK virus (strain Dunlop) genome. (Closely related to SV40.),1891762,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus hominis,unclassified Betapolyomavirus hominis subspecies/strain,unclassified Betapolyomavirus hominis strain,SA_8,13052144,12.794832787624776,8,2025-02-04,Indoor Air
X01457.1,5176,1655,20,0.6078392,0.296042,"Parvovirus h-1, complete genome",10799,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 1,H-1 parvovirus,H-1 parvovirus,SA_8,13052144,1.5323153039071589,8,2025-02-04,Indoor Air
X70829.1,7308,1475,2845,59.7727,29.8265,Human papillomavirus type 65 complete genome,28312,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,Human papillomavirus 65,Human papillomavirus 65,SA_8,13052144,217.97185198079336,8,2025-02-04,Indoor Air
X74466.1,7673,1501,1358,21.138508,13.5598,Human papillomavirus type 12 genomic DNA,10604,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 12,human papillomavirus 12,SA_8,13052144,104.04420913529609,8,2025-02-04,Indoor Air
X74467.1,7439,714,344,8.38318,3.54293,Human papillomavirus type 14D genomic DNA,31546,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus type 14D,Human papillomavirus type 14D,SA_8,13052144,26.355823227203132,8,2025-02-04,Indoor Air
X74468.1,7412,1506,1308,26.979895,13.5204,Human papillomavirus type 15 genomic DNA,10606,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 15,Human papillomavirus 15,SA_8,13052144,100.21342087552819,8,2025-02-04,Indoor Air
X74469.1,7427,1860,876,18.064037,9.03668,Human papillomavirus type 17 genomic DNA,10607,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 17,Human papillomavirus 17,SA_8,13052144,67.11541031113356,8,2025-02-04,Indoor Air
X74470.1,7685,2450,614,14.799204,6.12129,Human papillomavirus type 19 genomic DNA,10608,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus 19,Human papillomavirus 19,SA_8,13052144,47.04207982994977,8,2025-02-04,Indoor Air
X74471.1,7713,2851,4353,89.575165,43.2398,Human papillomavirus type 25 genomic DNA,10609,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 25,human papillomavirus 25,SA_8,13052144,333.5084258953931,8,2025-02-04,Indoor Air
X74480.1,7560,787,1292,30.254116,13.0936,Human papillomavirus type 49 genomic DNA,10616,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,Human papillomavirus type 49,Human papillomavirus type 49,SA_8,13052144,98.98756863240246,8,2025-02-04,Indoor Air
Y15174.1,7549,1021,795,17.350994,8.06856,"Human papillomavirus type 76 E6, E7, E1, E2, E4, L2, and L1 genes",69985,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,human papillomavirus 76,human papillomavirus 76,SA_8,13052144,60.909533330309564,8,2025-02-04,Indoor Air
Y15176.1,7427,936,260,7.582658,2.68212,"Human papillomavirus type 80 E6, E7, E1, E2, E4, L2, and L1 genes",69987,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 80,Human papillomavirus 80,SA_8,13052144,19.920098950793065,8,2025-02-04,Indoor Air
Z25771.1,6813,5664,27412,626.7093,308.262,Human astrovirus type 1 genes for capsid protein and nonstructural protein,12456,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 1,Human astrovirus 1,SA_8,13052144,2100.191355535152,8,2025-02-04,Indoor Air
MF588682.1,7323,1033,517,10.985919,5.40903,"Betapapillomavirus 2 isolate Beta02_m292c14, complete genome",333924,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,unclassified Betapapillomavirus 2 subspecies/strain,unclassified Betapapillomavirus 2 strain,SA_8,13052144,39.61035060600006,8,2025-02-04,Indoor Air
MF588677.1,7550,710,609,12.25,6.18,"Betapapillomavirus 1 isolate Beta01_HIVGc36, complete genome",337051,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,unclassified Betapapillomavirus 1 subspecies/strain,unclassified Betapapillomavirus 1 strain,SA_8,13052144,46.65900100397299,8,2025-02-04,Indoor Air
MF588692.1,7255,795,1202,26.53188,12.6936,"Gammapapillomavirus sp. isolate Gamma_w27c157c, complete genome",2049444,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,unclassified Gammapapillomavirus sp. subspecies/strain,unclassified Gammapapillomavirus sp. strain,SA_8,13052144,92.09214976482023,8,2025-02-04,Indoor Air
MF588749.1,7283,699,1094,22.692837,11.5087,"Gammapapillomavirus 24 isolate Gamma24_w07c74b, complete genome",1961681,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 24,unclassified Gammapapillomavirus 24 subspecies/strain,unclassified Gammapapillomavirus 24 strain,SA_8,13052144,83.8176471237216,8,2025-02-04,Indoor Air
MF588739.1,7260,738,1001,21.113361,10.5637,"Gammapapillomavirus 22 isolate Gamma22_TVMBSWc141, complete genome",1961679,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 22,unclassified Gammapapillomavirus 22 subspecies/strain,unclassified Gammapapillomavirus 22 strain,SA_8,13052144,76.6923809605533,8,2025-02-04,Indoor Air
MF588727.1,7221,4169,384,9.822231,4.07429,"Gammapapillomavirus 15 isolate Gamma15_wg1c09, complete genome",1513260,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 15,unclassified Gammapapillomavirus 15 subspecies/strain,unclassified Gammapapillomavirus 15 strain,SA_8,13052144,29.42045383501745,8,2025-02-04,Indoor Air
MF588716.1,7127,601,802,16.066217,8.62156,"Gammapapillomavirus 12 isolate Gamma12_EV07c367, complete genome",1513257,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,unclassified Gammapapillomavirus 12 subspecies/strain,unclassified Gammapapillomavirus 12 strain,SA_8,13052144,61.44584368667707,8,2025-02-04,Indoor Air
KY055429.1,2585,1702,2107,126.282135,62.4485,"Rotavirus A strain RVA/Goat-wt/UGA/BUW-14-085/2014/G6P[1] VP3 (VP3) mRNA, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,161.4294172666192,8,2025-02-04,Indoor Air
KC178814.1,1062,679,18,3.0723684000000002,1.29857,"Rotavirus A strain PA17/2008 VP7 mRNA, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,1.379083773516443,8,2025-02-04,Indoor Air
JX040418.1,750,537,1252,312.245,127.897,"Rotavirus A strain RVA/human-wt/IND/N-1/2009/G6P[14] structural protein VP3 gene, partial cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,95.92293802458815,8,2025-02-04,Indoor Air
JX040433.1,906,603,21,4.1560845,1.77586,"Rotavirus A strain RVA/human-wt/IND/N-1/2009/G6P[14] non-structural protein NSP4 gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,1.6089310691025167,8,2025-02-04,Indoor Air
KU356614.1,1059,838,23,3.7337735,1.66399,"Human rotavirus A strain RVA/Human-wt/BGN/M313/2013/G2P[4] NSP2 gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,SA_8,13052144,1.7621625994932326,8,2025-02-04,Indoor Air
KU356605.1,751,495,16,3.9883528,1.63229,"Human rotavirus A strain RVA/Human-wt/BGN/M315/2013/G2P[4] NSP4 gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,SA_8,13052144,1.225852243125727,8,2025-02-04,Indoor Air
KJ870889.1,3302,750,353,17.587881,8.1906,"Rotavirus A strain RVA/Human-wt/COD/KisB554/2010/G8P[6] segment 1, complete sequence",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,27.045365113961353,8,2025-02-04,Indoor Air
KJ753392.1,2530,675,445,28.639496,13.4759,"Rotavirus A strain RVA/Human-wt/ETH/MRC-DPRU861/XXXX/G12P[6] segment 3 RNA capping protein VP3 (VP3) gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,34.09401551193428,8,2025-02-04,Indoor Air
KJ639017.1,1062,1001,16,2.5789473,1.15429,"Rotavirus A isolate RVA/Human/JPN/S13-30/2013/G3P[4] segment 9 VP7 gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,1.225852243125727,8,2025-02-04,Indoor Air
KP882187.1,2316,1744,2453,172.64728,81.1479,"Rotavirus A strain RVA/Human-wt/BGD/Bang-114/2008/G2P[4] segment 4 VP4 (VP4) gene, partial cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,187.938472024213,8,2025-02-04,Indoor Air
KC175185.1,1343,577,340,60.26907,19.3964,"Rotavirus A strain RVA/Human-wt/IND/N198/2004/G10P[11] segment 6 inner capsid protein VP6 (VP6) gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,26.049360166421703,8,2025-02-04,Indoor Air
FJ347104.1,1356,598,21,24.359867,1.18653,"Rotavirus A strain RVA/Guanaco-wt/ARG/Chubut/1999/G8P[14] VP6 gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,1.6089310691025167,8,2025-02-04,Indoor Air
LC055547.1,3302,861,14,0.59993654,0.32484,"Human rotavirus A VP1 gene for structural protein VP1, complete cds, strain: RVA/Human-wt/THA/SKT-27/2012/G6P[14]",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,SA_8,13052144,1.0726207127350111,8,2025-02-04,Indoor Air
GQ229050.1,990,526,2070,319.83453,160.197,"Rotavirus G9 strain mani-97/06 outer capsid protein (VP7) gene, complete cds",42567,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus G9,Rotavirus G9,SA_8,13052144,158.59463395439093,8,2025-02-04,Indoor Air
KX171542.1,2546,1120,2884,175.3101,86.7871,"Human rotavirus A strain CAU14-09 RNA capping enzyme (VP3) gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,SA_8,13052144,220.95986682341228,8,2025-02-04,Indoor Air
AY787653.1,3302,774,35,1.76967,0.812099,"Human rotavirus A strain TB-Chen VP1 (VP1) gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,SA_8,13052144,2.6815517818375283,8,2025-02-04,Indoor Air
JF304929.1,2359,630,134,8.949751,4.35206,"Human rotavirus A strain AK26 outer capsid spike protein (VP4) gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,SA_8,13052144,10.266512536177965,8,2025-02-04,Indoor Air
KX171543.1,2546,1564,5675,371.55008,170.776,"Human rotavirus A strain CAU14-10 RNA capping enzyme (VP3) gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,SA_8,13052144,434.7944674836563,8,2025-02-04,Indoor Air
KX632343.1,2684,886,1526,90.286896,43.5602,"Rotavirus A strain RVA/Human-wt/UGA/MUL-13-157/2013/G1P[8] segment 2, complete sequence",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,116.91565768811623,8,2025-02-04,Indoor Air
KP882475.1,3249,764,142,6.8835106,3.34855,"Rotavirus A strain RVA/Human-wt/GHA/Ghan-059/2008/G8P[1] segment 1 VP1 (VP1) gene, partial cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,10.879438657740828,8,2025-02-04,Indoor Air
KP882477.1,2508,1462,2918,175.32782,89.1407,"Rotavirus A strain RVA/Human-wt/GHA/Ghan-059/2008/G8P[1] segment 3 VP3 (VP3) gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,223.56480284005448,8,2025-02-04,Indoor Air
FN665690.1,2591,980,1468,66.76239,43.4087,"Rotavirus A VP3 gene for structural protein VP3, genomic RNA, serotype G8P[14], strain RVA/Human-wt/HUN/BP1062/2004/G8P[14]",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,112.47194330678545,8,2025-02-04,Indoor Air
FN665693.1,1356,667,48,6.21393,2.71206,"Rotavirus A VP6 gene for structural protein VP6, genomic RNA, serotype G8P[14], strain RVA/Human-wt/HUN/BP1062/2004/G8P[14]",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_8,13052144,3.6775567293771814,8,2025-02-04,Indoor Air
KX868289.2,33676,9114,556,2.530424,1.07656,"Human adenovirus 12 isolate GyK010, complete genome",28282,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus A,Human adenovirus 12,Human adenovirus 12,W148,15336139,36.25423582819639,2,2024-12-23,Wastewater
AM749299.1,33763,7422,536,2.4450955,1.03516,"Human adenovirus type 31 complete genome, serotype 31",10529,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus A,Human adenovirus 31,Human adenovirus 31,W148,15336139,34.95012662574329,2,2024-12-23,Wastewater
AB746853.1,34978,1703,137,0.58401287,0.255393,"Human adenovirus 8 DNA, complete genome, strain: Trim variant",31545,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Human adenovirus D8,Human adenovirus D8,W148,15336139,8.933148036803788,2,2024-12-23,Wastewater
JQ326209.1,35153,12789,2742,11.433763,5.08615,"Human adenovirus 19, complete genome",28278,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Human adenovirus 19,Human adenovirus 19,W148,15336139,178.79337165632106,2,2024-12-23,Wastewater
NC_003266.2,35994,1289,95,0.3988952,0.172099,"Human adenovirus E, complete genome",130308,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus E,unclassified Human mastadenovirus E subspecies/strain,unclassified Human mastadenovirus E strain,W148,15336139,6.194518711652261,2,2024-12-23,Wastewater
NC_007455.1,5299,2577,80,2.6686735,0.984419,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,W148,15336139,5.21643680981243,2,2024-12-23,Wastewater
NC_012564.1,5242,5242,3102,86.174194,38.5859,"Human bocavirus 3, complete genome",638313,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Human bocavirus 3,Human bocavirus 3,W148,15336139,202.267337300477,2,2024-12-23,Wastewater
NC_012042.1,5196,2906,1785,49.9241,22.4003,"Human bocavirus 2c PK isolate PK-5510, complete genome",1511882,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 2,Human bocavirus 2c PK,Human bocavirus 2c PK,W148,15336139,116.39174631893985,2,2024-12-23,Wastewater
NC_026438.1,10878,1768,17,0.26099926,0.101902,influenza A H1N1 all segments,641809,Viruses,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Influenza A virus (A/California/07/2009(H1N1)),Influenza A virus (A/California/07/2009(H1N1)),W148,15336139,1.1084928220851415,2,2024-12-23,Wastewater
KY316160.1,34169,33074,12967,56.632412,24.7452,"Human adenovirus 41 isolate SH/2015/D16, complete genome",10524,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,Human adenovirus 41,Human adenovirus 41,W148,15336139,845.5192014104724,2,2024-12-23,Wastewater
L19443.1,34214,3634,444,1.978922,0.846181,"Human adenovirus F, complete genome",130309,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,unclassified Human mastadenovirus F subspecies/strain,unclassified Human mastadenovirus F strain,W148,15336139,28.95122429445899,2,2024-12-23,Wastewater
AB308374.1,6673,1985,81,1.8678522,0.791494,"Mamastrovirus 1 genomic RNA, complete genome, isolate: V1347",1239565,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,unclassified Mamastrovirus 1 subspecies/strain,unclassified Mamastrovirus 1 strain,W148,15336139,5.281642269935086,2,2024-12-23,Wastewater
AF036710.1,4936,3969,464,14.88738,6.12952,"Rat parvovirus 1a nonstructural protein (NS1) and nonstructural protein (NS2) genes, complete cds",74581,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 2,Rat parvovirus 1,Rat parvovirus 1,W148,15336139,30.255333496912098,2,2024-12-23,Wastewater
AF043303.1,4679,4679,9228,298.09802,128.599,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,W148,15336139,601.715986011864,2,2024-12-23,Wastewater
AF252610.1,2037,713,223,13.54743,7.13835,"Columbid circovirus (CoCV), complete genome",126070,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Pigeon circovirus,Columbid circovirus,Columbid circovirus,W148,15336139,14.54081760735215,2,2024-12-23,Wastewater
AF260508.1,6759,2712,61,1.3691936,0.58848,"Human astrovirus type 8, complete genome",43358,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 8,Human astrovirus 8,W148,15336139,3.977533067481978,2,2024-12-23,Wastewater
AF289262.1,32621,3055,24,0.11185365,0.0479731,"Porcine adenovirus 5, complete genome",45370,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Porcine mastadenovirus C,Porcine adenovirus 5,Porcine adenovirus 5,W148,15336139,1.564931042943729,2,2024-12-23,Wastewater
AF401755.1,2359,1414,17,1.1272069,0.469899,"Human rotavirus G2 strain KO-2 VP4 gene, complete cds",73034,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus G2,Rotavirus G2,W148,15336139,1.1084928220851415,2,2024-12-23,Wastewater
AJ620210.1,7337,809,40,0.8896619,0.355488,"Human papillomavirus type 95 E6 gene, E7 gene, E1 gene, E2 gene, E4 gene, L2 gene and L1 gene",260716,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,Human papillomavirus 95,Human papillomavirus 95,W148,15336139,2.608218404906215,2,2024-12-23,Wastewater
AX344110.1,5234,1498,93,2.633163,1.1586,Sequence 65 from Patent WO0200924,185639,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Scindoambidensovirus,Orthopteran scindoambidensovirus 1,Acheta domestica densovirus,Acheta domestica densovirus,W148,15336139,6.0641077914069506,2,2024-12-23,Wastewater
AY382779.2,7438,1776,71,1.2936333,0.622424,"Human papillomavirus type 96, complete genome",247269,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 5,Human papillomavirus type 96,Human papillomavirus type 96,W148,15336139,4.629587668708532,2,2024-12-23,Wastewater
AY388617.1,4693,1119,45,1.4765574,0.625239,"Bovine adeno-associated virus, complete genome",256548,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus B,Bovine adeno-associated virus,Bovine adeno-associated virus,W148,15336139,2.9342457055194924,2,2024-12-23,Wastewater
AY720891.1,6723,1609,50,1.1364673,0.484943,"Human astrovirus type 4 strain Dresden, complete genome",35300,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 4,Human astrovirus 4,W148,15336139,3.260273006132769,2,2024-12-23,Wastewater
EF059923.1,2359,1935,50,3.3748302,1.38206,"Human rotavirus G9 strain CAU 202 VP4 gene, complete cds",42567,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus G9,Rotavirus G9,W148,15336139,3.260273006132769,2,2024-12-23,Wastewater
EF422221.1,7562,3494,94,3.1836212,0.810541,"Human papillomavirus type 107, complete genome",427343,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 107,Human papillomavirus 107,W148,15336139,6.129313251529607,2,2024-12-23,Wastewater
EU410347.1,7401,1306,67,1.513998,0.590294,"Human papillomavirus FA75/KI88-03, complete genome",563190,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus FA75/KI88-03,Human papillomavirus FA75/KI88-03,W148,15336139,4.368765828217911,2,2024-12-23,Wastewater
EU410348.1,7423,3378,95,2.1355698,0.834503,"Human papillomavirus type 110, complete genome",518629,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 110,Human papillomavirus 110,W148,15336139,6.194518711652261,2,2024-12-23,Wastewater
EU410349.1,7384,1311,42,1.1542715,0.370887,"Human papillomavirus type 111, complete genome",518630,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 111,Human papillomavirus 111,W148,15336139,2.738629325151526,2,2024-12-23,Wastewater
EU541441.1,7346,558,34,0.6857977,0.301795,"Human papillomavirus type 109, complete genome",915426,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,Human papillomavirus 109,Human papillomavirus 109,W148,15336139,2.216985644170283,2,2024-12-23,Wastewater
EU796884.1,7899,2060,96,2.1831205,0.79247,"Feline papillomavirus type 2 isolate Main Coon 2007, complete genome",568209,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Dyothetapapillomavirus,Dyothetapapillomavirus 1,Felis domesticus papillomavirus 2,Felis domesticus papillomavirus 2,W148,15336139,6.259724171774916,2,2024-12-23,Wastewater
